customer_id,age,gender,income,employment_type,credit_score,loan_amount,loan_term,num_delinquencies,default
C04964,30,Female,36387,Unemployed,683,17137,60,1,0
C04965,64,Male,46251,Salaried,635,7325,36,1,0
C04966,51,Male,39685,Self-employed,722,9734,48,2,0
C04967,43,Female,51764,Salaried,724,9383,36,1,1
C04968,50,Female,62806,Salaried,634,4526,48,1,0
C04969,53,Male,55249,Self-employed,761,9557,48,1,0
C04970,29,Male,46686,Salaried,699,8957,24,1,0
C04971,21,Male,64105,Salaried,700,5420,60,0,0
C04972,64,Male,63240,Self-employed,698,9278,36,2,1
C04973,55,Female,50592,Self-employed,696,4116,36,3,0
C04974,31,Male,73894,Self-employed,674,9755,36,2,0
C04975,54,Female,56290,Self-employed,712,9630,48,1,0
C04976,36,Female,55886,Salaried,663,19863,24,0,0
C04977,29,Female,31959,Salaried,758,5999,12,3,0
C04978,52,Male,24744,Self-employed,580,14057,36,2,0
C04979,35,Male,50951,Salaried,634,2772,60,0,0
C04980,32,Female,64958,Salaried,697,22313,36,1,0
C04981,53,Female,54927,Salaried,676,11981,24,1,0
C04982,34,Female,64263,Salaried,654,11196,36,1,0
C04983,28,Female,43797,Salaried,688,13062,48,1,0
C04984,28,Male,51237,Salaried,619,10323,36,4,0
C04985,47,Female,50250,Self-employed,628,7931,36,0,0
C04986,32,Male,22977,Salaried,673,5314,36,0,0
C04987,21,Male,76833,Self-employed,699,11013,36,1,0
C04988,63,Male,67963,Self-employed,644,16267,48,1,0
C04989,60,Male,63926,Salaried,590,1000,36,0,0
C04990,62,Female,69273,Salaried,691,21068,36,0,0
C04991,31,Male,42996,Salaried,704,5690,24,1,0
C04992,59,Female,61936,Salaried,625,11545,24,2,0
C04993,63,Male,42961,Self-employed,660,6381,36,0,0
C04994,51,Female,52220,Salaried,725,9710,36,1,0
C04995,37,Female,23866,Salaried,622,11636,36,1,0
C04996,53,Female,47768,Salaried,678,9110,12,2,1
C04997,52,Female,27046,Self-employed,646,10892,36,0,0
C04998,49,Female,31187,Salaried,789,10550,36,2,0
C04999,41,Male,49194,Self-employed,618,12816,24,1,1
C05000,41,Female,39384,Self-employed,588,12477,36,2,0
C05001,60,Male,55084,Salaried,710,1000,48,3,0
C05002,43,Female,75124,Salaried,663,8329,48,0,0
C05003,26,Male,40674,Salaried,628,16693,24,1,0
C05004,42,Male,46028,Salaried,655,14223,36,1,0
C05005,58,Male,59967,Salaried,755,4423,36,0,0
C05006,57,Female,39951,Salaried,680,8141,12,2,0
C05007,28,Male,39269,Salaried,753,8858,48,1,0
C05008,61,Female,43333,Self-employed,618,8777,36,0,0
C05009,55,Female,63213,Unemployed,734,9193,36,0,0
C05010,31,Male,23476,Self-employed,631,7448,36,3,0
C05011,44,Male,37287,Salaried,741,5157,36,1,0
C05012,41,Female,72963,Unemployed,737,20634,48,2,0
C05013,22,Female,3512,Salaried,630,10911,36,0,0
C05014,60,Female,48089,Salaried,701,8920,24,0,0
C05015,39,Female,72948,Salaried,690,13759,48,1,0
C05016,59,Female,78649,Salaried,726,2204,24,1,0
C05017,48,Female,61990,Salaried,623,12734,48,2,0
C05018,37,Male,67577,Self-employed,659,2679,48,2,0
C05019,26,Female,35770,Salaried,682,11811,36,3,0
C05020,39,Female,37003,Salaried,755,5685,36,1,0
C05021,58,Male,75712,Salaried,682,13503,48,0,0
C05022,48,Male,46042,Self-employed,631,23287,36,0,0
C05023,22,Male,21844,Unemployed,696,10770,36,0,0
C05024,58,Female,56276,Self-employed,629,2528,48,0,0
C05025,57,Male,47135,Salaried,595,6746,24,0,0
C05026,24,Male,51216,Self-employed,671,11716,36,1,1
C05027,42,Female,14280,Salaried,693,16340,60,0,0
C05028,46,Female,10276,Unemployed,689,4417,24,2,0
C05029,63,Female,54538,Self-employed,682,19365,24,2,1
C05030,56,Female,45453,Salaried,769,13164,36,0,0
C05031,33,Male,43147,Self-employed,757,9946,60,0,0
C05032,52,Female,55857,Salaried,638,14319,24,2,0
C05033,37,Male,38316,Salaried,727,3666,36,3,0
C05034,61,Female,46018,Self-employed,793,5432,48,4,1
C05035,56,Male,43268,Salaried,767,3126,24,1,0
C05036,39,Female,63281,Unemployed,730,21206,60,0,0
C05037,55,Female,21816,Salaried,673,10065,48,0,0
C05038,60,Female,40289,Self-employed,614,10915,60,1,0
C05039,48,Male,66346,Self-employed,631,15662,24,0,0
C05040,21,Male,37442,Self-employed,706,2877,24,0,0
C05041,62,Male,51799,Salaried,694,5931,36,0,0
C05042,38,Female,75041,Salaried,683,11767,12,4,0
C05043,60,Male,52375,Self-employed,725,18433,12,2,0
C05044,53,Female,82107,Self-employed,738,14436,60,1,0
C05045,32,Female,70998,Salaried,738,11781,12,2,0
C05046,28,Female,40225,Salaried,716,11291,48,0,0
C05047,44,Male,31039,Unemployed,705,15629,48,1,0
C05048,36,Female,40941,Self-employed,653,5176,12,1,0
C05049,24,Male,55700,Self-employed,684,11495,24,1,0
C05050,58,Female,55193,Self-employed,697,12347,36,0,0
C05051,64,Female,59967,Salaried,677,8680,36,1,0
C05052,47,Female,36118,Unemployed,600,9340,48,2,1
C05053,29,Male,38325,Salaried,696,1948,36,3,0
C05054,36,Male,58377,Salaried,677,7247,60,2,0
C05055,32,Female,79863,Salaried,673,1000,24,0,0
C05056,51,Male,33545,Salaried,708,13363,36,1,0
C05057,44,Male,48913,Salaried,707,10620,48,0,0
C05058,34,Female,44602,Self-employed,739,9329,24,2,0
C05059,45,Female,52180,Self-employed,709,11293,48,1,0
C05060,54,Male,32041,Unemployed,660,11506,36,0,0
C05061,23,Female,51321,Salaried,746,8277,60,2,0
C05062,44,Female,68311,Self-employed,755,3023,12,2,0
C05063,62,Male,25640,Self-employed,678,12490,36,4,0
C05064,29,Male,64940,Salaried,742,5047,48,0,0
C05065,46,Female,32076,Salaried,688,11751,36,0,0
C05066,40,Male,53872,Salaried,737,16551,36,1,0
C05067,60,Male,57332,Salaried,746,18862,36,3,0
C05068,30,Female,55627,Salaried,648,11900,36,2,0
C05069,39,Female,44997,Self-employed,749,8453,36,1,0
C05070,23,Female,59937,Self-employed,682,7631,36,1,0
C05071,44,Female,31141,Self-employed,699,11694,48,0,0
C05072,25,Male,63718,Self-employed,735,1000,24,0,0
C05073,23,Male,43024,Salaried,667,5977,60,0,0
C05074,47,Female,54829,Salaried,729,6189,36,4,1
C05075,36,Female,44728,Salaried,688,12053,36,2,0
C05076,35,Female,72981,Salaried,657,9721,36,1,0
C05077,55,Female,56579,Unemployed,712,10770,24,0,0
C05078,32,Male,59790,Self-employed,742,9382,24,0,0
C05079,61,Male,61813,Salaried,685,8901,48,2,1
C05080,64,Female,46385,Salaried,629,11526,36,0,0
C05081,46,Female,54339,Self-employed,663,13488,24,1,0
C05082,54,Male,52479,Self-employed,644,15339,48,2,0
C05083,43,Male,59673,Self-employed,793,9865,60,1,0
C05084,51,Male,43315,Salaried,636,15260,60,1,0
C05085,40,Male,39401,Salaried,566,17951,48,1,1
C05086,32,Female,67727,Salaried,660,6957,24,4,0
C05087,43,Male,61800,Self-employed,689,13958,24,1,0
C05088,24,Male,37409,Salaried,681,7153,48,1,0
C05089,43,Male,78533,Salaried,688,16141,60,4,0
C05090,21,Female,41428,Self-employed,616,10940,36,0,0
C05091,45,Female,51779,Salaried,683,8035,60,2,0
C05092,22,Male,67530,Self-employed,630,5459,48,0,0
C05093,50,Male,67387,Salaried,725,7136,24,0,0
C05094,23,Female,39418,Salaried,622,9222,24,2,0
C05095,41,Female,57758,Self-employed,675,15620,12,6,0
C05096,45,Male,45346,Salaried,640,8514,36,0,0
C05097,40,Female,56293,Salaried,727,7746,36,0,0
C05098,42,Male,48115,Salaried,656,18872,36,1,0
C05099,41,Female,43958,Self-employed,627,7989,12,0,0
C05100,53,Male,35564,Self-employed,732,4216,48,1,0
C05101,58,Male,67777,Unemployed,580,3156,24,1,0
C05102,35,Female,38843,Self-employed,714,6315,36,1,0
C05103,35,Male,72025,Self-employed,696,9985,36,2,0
C05104,45,Female,45592,Salaried,806,10136,12,0,1
C05105,41,Female,57269,Self-employed,712,6906,36,1,0
C05106,44,Female,73088,Salaried,705,2272,48,1,0
C05107,25,Male,43541,Self-employed,637,5570,48,0,0
C05108,26,Male,57077,Self-employed,669,3393,12,1,0
C05109,63,Male,57410,Self-employed,693,1000,12,0,0
C05110,64,Female,40001,Salaried,751,1000,36,1,0
C05111,43,Male,53333,Self-employed,641,11481,24,1,0
C05112,24,Male,61171,Salaried,588,8472,48,1,0
C05113,47,Male,75514,Salaried,683,12939,36,0,0
C05114,38,Male,43776,Unemployed,600,6647,36,3,1
C05115,41,Female,55188,Salaried,720,6966,60,2,0
C05116,48,Male,48093,Salaried,755,5704,36,0,0
C05117,55,Female,52900,Self-employed,731,5544,36,1,0
C05118,42,Female,41123,Self-employed,654,6208,24,0,1
C05119,60,Female,47464,Self-employed,761,18655,24,0,0
C05120,43,Female,72773,Self-employed,641,9446,48,2,0
C05121,23,Male,51911,Salaried,630,6036,48,1,0
C05122,60,Male,51141,Salaried,751,14802,36,1,0
C05123,30,Male,37214,Salaried,662,9871,36,1,0
C05124,45,Female,66364,Salaried,687,15404,36,0,0
C05125,28,Male,62704,Self-employed,730,12486,36,2,0
C05126,31,Female,51908,Salaried,625,10686,36,0,0
C05127,25,Male,78516,Salaried,653,11497,48,1,0
C05128,57,Male,42011,Self-employed,650,11892,12,2,1
C05129,58,Male,34365,Salaried,668,3631,60,1,0
C05130,49,Female,48576,Salaried,644,10591,24,0,0
C05131,25,Male,37291,Salaried,698,11405,48,1,1
C05132,29,Female,53609,Salaried,697,12045,24,2,0
C05133,22,Female,51097,Salaried,680,7558,60,2,0
C05134,21,Female,67293,Self-employed,691,16032,48,1,0
C05135,60,Male,43164,Unemployed,647,11129,24,3,0
C05136,50,Male,54980,Salaried,681,7934,12,0,0
C05137,31,Female,52778,Salaried,595,12017,48,4,0
C05138,48,Female,62488,Self-employed,729,15205,48,2,0
C05139,64,Female,33043,Salaried,651,6362,36,0,1
C05140,32,Female,36533,Salaried,654,5707,36,2,0
C05141,59,Female,41316,Salaried,633,14085,24,0,0
C05142,46,Male,33734,Self-employed,687,14819,36,0,0
C05143,33,Male,59184,Self-employed,653,9457,24,1,0
C05144,28,Male,59328,Unemployed,711,9065,48,1,1
C05145,48,Female,66380,Self-employed,627,14445,24,2,0
C05146,50,Female,47814,Salaried,686,6014,48,1,0
C05147,29,Male,43064,Self-employed,701,1000,36,1,0
C05148,59,Male,35792,Salaried,719,10560,36,1,0
C05149,51,Female,69553,Unemployed,713,10564,36,1,0
C05150,41,Female,46666,Unemployed,634,14662,36,0,1
C05151,54,Female,39112,Unemployed,683,14012,36,1,1
C05152,51,Male,61256,Self-employed,674,18323,24,2,0
C05153,45,Female,44911,Salaried,627,11331,60,2,0
C05154,32,Female,33995,Self-employed,678,21058,60,0,0
C05155,21,Female,36989,Unemployed,610,15855,36,1,0
C05156,42,Male,51357,Salaried,691,10556,24,3,0
C05157,60,Female,33915,Self-employed,740,15344,36,1,0
C05158,57,Male,48716,Unemployed,729,5537,60,0,0
C05159,21,Female,37028,Salaried,699,8609,36,0,0
C05160,21,Female,35810,Salaried,692,9250,60,1,0
C05161,62,Male,42680,Salaried,674,9054,12,1,0
C05162,62,Female,52389,Salaried,788,14268,48,0,1
C05163,41,Male,54792,Salaried,669,15516,48,0,0
C05164,35,Female,63864,Salaried,614,13918,36,0,0
C05165,37,Male,38254,Self-employed,718,6868,24,0,0
C05166,42,Female,70872,Salaried,703,13398,60,1,1
C05167,58,Male,90814,Unemployed,624,16068,24,1,0
C05168,55,Male,43700,Salaried,660,13630,48,0,0
C05169,36,Female,23492,Self-employed,688,2946,48,2,0
C05170,28,Male,23876,Salaried,651,5159,48,1,0
C05171,37,Female,42547,Self-employed,725,12792,48,1,0
C05172,37,Male,39588,Self-employed,641,15817,60,4,0
C05173,46,Female,50077,Self-employed,667,5108,12,1,0
C05174,33,Female,57624,Salaried,658,9974,36,0,0
C05175,37,Female,30708,Salaried,702,10221,60,0,0
C05176,58,Female,47427,Salaried,711,4963,48,0,0
C05177,37,Male,42410,Salaried,702,11414,60,1,1
C05178,34,Female,80533,Salaried,587,11969,36,1,0
C05179,26,Female,29276,Salaried,688,10851,36,1,0
C05180,55,Female,38617,Self-employed,703,14986,24,3,0
C05181,34,Female,50502,Self-employed,709,9800,36,1,0
C05182,28,Female,38718,Unemployed,671,13538,12,1,0
C05183,35,Male,66996,Salaried,681,12146,48,2,0
C05184,47,Female,34701,Salaried,651,13308,60,2,0
C05185,33,Male,36261,Self-employed,743,7662,24,0,0
C05186,51,Male,68290,Salaried,612,12683,36,2,0
C05187,55,Female,32136,Salaried,702,15819,36,3,0
C05188,26,Female,62518,Salaried,630,14689,36,0,0
C05189,25,Male,43211,Self-employed,656,16150,36,1,0
C05190,42,Male,40724,Self-employed,678,10965,12,1,0
C05191,43,Male,42382,Unemployed,580,18012,48,2,1
C05192,45,Female,33191,Unemployed,610,8579,12,2,0
C05193,54,Male,63605,Self-employed,599,8749,24,0,0
C05194,46,Male,52041,Self-employed,701,18774,60,1,0
C05195,25,Female,63364,Salaried,731,12336,36,1,0
C05196,46,Male,67645,Self-employed,600,14566,48,1,0
C05197,40,Female,58115,Salaried,671,1434,48,1,0
C05198,26,Male,28208,Self-employed,693,11823,60,1,1
C05199,26,Female,35460,Salaried,693,11396,12,4,0
C05200,38,Male,62763,Salaried,780,12899,12,0,0
C05201,24,Female,50832,Salaried,687,12783,24,1,0
C05202,37,Female,59755,Salaried,633,8320,36,1,0
C05203,34,Male,48666,Salaried,717,22253,24,0,0
C05204,34,Female,43554,Salaried,759,6074,36,1,0
C05205,33,Male,59774,Self-employed,614,8824,48,0,0
C05206,27,Female,24088,Self-employed,706,14697,24,1,0
C05207,64,Female,45203,Self-employed,681,4976,24,1,0
C05208,35,Female,50997,Self-employed,632,9764,48,1,0
C05209,39,Female,53130,Self-employed,648,13929,12,1,0
C05210,63,Female,30582,Unemployed,759,7731,48,1,0
C05211,64,Female,31203,Salaried,718,6665,36,2,0
C05212,55,Female,44102,Salaried,701,12236,24,0,0
C05213,37,Male,49058,Self-employed,605,10888,24,2,0
C05214,55,Male,73325,Salaried,713,6970,12,1,0
C05215,39,Female,36830,Salaried,735,10799,36,3,0
C05216,40,Female,42602,Self-employed,611,9987,36,1,0
C05217,56,Female,73872,Salaried,681,15012,36,1,0
C05218,55,Male,65961,Salaried,730,5259,24,0,0
C05219,52,Female,33290,Salaried,723,5905,36,0,0
C05220,64,Male,60131,Self-employed,711,8849,60,2,0
C05221,60,Female,62486,Unemployed,682,8723,12,1,0
C05222,44,Female,52936,Salaried,734,14813,60,0,0
C05223,37,Female,32402,Salaried,688,10824,48,0,0
C05224,27,Female,41067,Salaried,707,13337,24,0,0
C05225,63,Female,40580,Self-employed,697,17221,48,0,0
C05226,21,Male,57933,Salaried,626,6001,12,0,0
C05227,55,Female,43558,Salaried,633,17272,24,1,0
C05228,52,Male,46028,Salaried,607,10169,36,0,0
C05229,56,Male,40970,Salaried,660,1000,36,0,0
C05230,33,Female,26623,Salaried,720,11206,48,2,0
C05231,26,Female,88926,Self-employed,696,3103,60,0,0
C05232,34,Female,56041,Salaried,678,3422,60,0,0
C05233,57,Male,72080,Self-employed,747,5048,24,0,0
C05234,35,Male,33265,Salaried,664,9655,36,3,0
C05235,24,Male,72780,Salaried,707,3768,36,0,0
C05236,60,Female,44052,Salaried,662,16352,36,1,0
C05237,36,Male,57954,Self-employed,605,15609,60,1,0
C05238,48,Male,64876,Salaried,642,23019,36,0,0
C05239,36,Male,72664,Self-employed,641,9614,36,0,0
C05240,24,Female,49304,Salaried,608,7610,36,2,0
C05241,46,Male,34934,Salaried,672,11097,24,1,0
C05242,48,Male,49778,Salaried,642,14342,24,1,0
C05243,52,Female,58865,Salaried,754,16479,48,0,0
C05244,22,Female,41961,Salaried,668,6988,48,1,0
C05245,51,Female,43653,Salaried,638,15049,36,0,0
C05246,23,Male,26775,Salaried,625,15020,12,0,0
C05247,28,Male,35327,Self-employed,623,24807,60,0,0
C05248,44,Male,56664,Self-employed,723,17084,36,1,0
C05249,35,Female,63229,Salaried,728,19391,24,1,0
C05250,63,Male,66526,Salaried,580,19962,24,1,0
C05251,51,Female,84139,Self-employed,788,6711,12,1,0
C05252,29,Female,72322,Salaried,683,6200,48,2,0
C05253,59,Male,47719,Self-employed,731,15005,48,0,1
C05254,22,Male,35964,Unemployed,639,8226,36,1,0
C05255,28,Male,46157,Self-employed,630,13928,36,1,0
C05256,27,Female,41732,Salaried,667,9653,36,2,0
C05257,64,Female,52488,Salaried,698,12073,60,1,0
C05258,59,Male,63364,Self-employed,690,11683,48,0,0
C05259,62,Female,57196,Salaried,738,13638,60,2,0
C05260,36,Male,73639,Self-employed,591,4107,36,4,0
C05261,55,Male,55932,Salaried,725,3594,60,0,0
C05262,50,Male,30866,Self-employed,705,9540,24,1,0
C05263,30,Female,41450,Salaried,695,10596,12,3,0
C05264,58,Female,56038,Salaried,612,18390,36,2,1
C05265,38,Male,53430,Self-employed,640,12161,24,1,0
C05266,25,Male,69623,Salaried,711,11219,36,2,0
C05267,49,Female,50105,Salaried,557,8750,36,1,0
C05268,59,Male,47353,Salaried,585,12604,24,0,1
C05269,54,Female,26390,Salaried,702,8853,48,2,0
C05270,63,Male,37899,Self-employed,708,4085,36,2,0
C05271,43,Female,54631,Salaried,642,15352,24,0,0
C05272,25,Male,53144,Salaried,642,7524,12,0,0
C05273,50,Female,58923,Salaried,727,7876,36,1,0
C05274,26,Male,56758,Salaried,724,2899,60,0,0
C05275,64,Female,48299,Self-employed,663,11908,36,4,0
C05276,24,Female,34974,Salaried,618,18551,24,1,0
C05277,49,Female,50008,Self-employed,753,1455,24,3,0
C05278,43,Female,49336,Salaried,615,1965,12,1,0
C05279,26,Male,70577,Salaried,713,12024,48,1,0
C05280,52,Female,69922,Self-employed,740,11330,60,2,0
C05281,62,Female,42818,Salaried,679,7632,12,0,0
C05282,38,Male,40671,Salaried,650,7235,24,1,0
C05283,35,Female,29694,Salaried,599,11459,24,1,0
C05284,60,Male,47526,Salaried,683,1000,48,2,0
C05285,52,Female,42886,Salaried,606,3474,48,1,0
C05286,29,Female,89109,Self-employed,695,4953,36,0,0
C05287,57,Female,33269,Salaried,578,8047,60,1,0
C05288,30,Female,50878,Salaried,596,8181,24,2,1
C05289,40,Female,40357,Unemployed,686,1000,36,2,0
C05290,26,Female,50369,Self-employed,721,3498,60,0,0
C05291,23,Male,44999,Salaried,665,12881,48,1,0
C05292,62,Male,62172,Salaried,732,12537,36,2,0
C05293,31,Female,56604,Salaried,651,14324,24,0,0
C05294,63,Female,61670,Salaried,788,12619,60,1,0
C05295,37,Male,38719,Salaried,613,9474,36,2,0
C05296,52,Male,66189,Salaried,644,5132,36,0,0
C05297,24,Female,42774,Salaried,747,5067,36,0,0
C05298,24,Female,28906,Salaried,667,5756,36,1,0
C05299,37,Female,47271,Salaried,727,14115,36,1,0
C05300,61,Female,51700,Salaried,613,12642,24,0,0
C05301,39,Female,31253,Salaried,632,5170,36,0,0
C05302,25,Female,63103,Salaried,709,11892,36,0,0
C05303,52,Male,37832,Self-employed,608,13137,36,1,0
C05304,42,Female,37190,Unemployed,619,12561,12,2,0
C05305,26,Female,49999,Unemployed,674,14473,36,0,0
C05306,55,Male,62859,Salaried,745,10250,36,0,0
C05307,42,Male,31762,Self-employed,698,8681,36,0,1
C05308,21,Male,64109,Salaried,669,10367,24,2,0
C05309,40,Male,17609,Salaried,688,15076,48,2,0
C05310,42,Female,54960,Self-employed,593,13793,36,0,0
C05311,31,Male,33054,Salaried,651,10472,36,1,0
C05312,33,Male,38021,Salaried,702,15739,36,0,0
C05313,62,Female,76068,Salaried,691,19286,24,0,0
C05314,23,Male,35177,Salaried,710,22795,48,0,0
C05315,29,Male,49156,Self-employed,715,22725,36,2,0
C05316,32,Female,33999,Unemployed,691,26075,48,1,0
C05317,43,Female,61537,Salaried,554,16745,48,2,0
C05318,34,Female,56134,Unemployed,696,1000,48,1,0
C05319,53,Female,58247,Salaried,655,11060,48,1,0
C05320,38,Female,66963,Unemployed,660,2660,60,0,0
C05321,61,Female,44932,Self-employed,661,18381,36,2,0
C05322,29,Female,66117,Salaried,694,8435,36,0,0
C05323,43,Male,72348,Salaried,606,12235,12,1,0
C05324,30,Male,54266,Salaried,594,9270,60,0,0
C05325,39,Female,33405,Unemployed,618,18992,36,2,0
C05326,25,Male,31925,Salaried,725,4073,48,0,0
C05327,43,Female,56634,Self-employed,658,13534,36,0,0
C05328,50,Male,33396,Salaried,705,4785,36,2,0
C05329,45,Female,29849,Unemployed,703,1000,36,1,0
C05330,48,Male,63256,Salaried,699,10937,48,3,0
C05331,54,Female,43118,Salaried,706,3878,36,3,0
C05332,45,Male,86291,Salaried,653,2524,48,2,0
C05333,30,Female,40138,Salaried,713,2150,24,1,0
C05334,34,Male,42539,Salaried,699,8054,24,2,0
C05335,62,Male,55388,Salaried,600,14665,24,2,0
C05336,50,Female,53068,Salaried,682,2693,12,0,0
C05337,61,Male,48737,Salaried,672,15407,24,4,0
C05338,45,Male,48380,Salaried,703,7309,24,0,0
C05339,34,Male,98642,Salaried,681,4678,36,2,0
C05340,55,Male,74911,Salaried,668,16070,24,0,0
C05341,54,Male,62652,Self-employed,757,14820,36,1,0
C05342,30,Female,31618,Salaried,710,14066,60,4,0
C05343,55,Female,48891,Salaried,682,11158,36,1,0
C05344,31,Male,59908,Self-employed,624,4637,60,2,0
C05345,31,Female,61223,Salaried,686,16210,48,1,0
C05346,41,Male,69164,Salaried,637,10143,48,0,0
C05347,41,Female,40382,Salaried,597,10676,36,2,0
C05348,42,Male,49421,Salaried,659,11964,48,1,0
C05349,27,Male,38674,Self-employed,662,14956,36,1,0
C05350,37,Male,70021,Salaried,731,1859,36,2,0
C05351,22,Male,60482,Salaried,728,9788,60,2,0
C05352,32,Female,42389,Self-employed,713,7730,24,2,0
C05353,62,Female,53373,Salaried,675,17420,36,0,0
C05354,38,Female,50754,Salaried,676,18673,36,4,0
C05355,31,Male,36801,Unemployed,707,11464,36,2,0
C05356,36,Female,63952,Salaried,712,3433,12,0,0
C05357,38,Female,51154,Salaried,697,7047,48,2,0
C05358,55,Male,42060,Salaried,705,1000,36,1,0
C05359,46,Male,36543,Salaried,676,15077,24,0,1
C05360,36,Male,62818,Salaried,665,7143,36,0,0
C05361,26,Female,54022,Self-employed,568,16057,12,0,0
C05362,64,Female,39580,Salaried,662,7201,48,4,0
C05363,63,Male,42532,Salaried,643,9013,24,1,0
C05364,62,Female,50082,Salaried,684,8112,60,0,0
C05365,32,Male,50957,Unemployed,646,2018,36,0,0
C05366,33,Female,52880,Salaried,686,1859,36,1,0
C05367,24,Male,23462,Salaried,586,19871,48,1,0
C05368,59,Female,51806,Salaried,631,6197,60,0,0
C05369,22,Female,31712,Salaried,644,13739,24,3,0
C05370,46,Female,71285,Salaried,627,23157,36,2,0
C05371,47,Male,65643,Unemployed,835,7927,36,0,1
C05372,47,Male,67350,Salaried,578,12302,36,0,1
C05373,35,Male,13116,Salaried,713,11444,36,2,0
C05374,28,Female,45512,Salaried,729,11670,36,0,0
C05375,27,Male,48829,Self-employed,657,12445,48,1,0
C05376,60,Female,58624,Salaried,696,4001,36,1,1
C05377,32,Male,63513,Self-employed,710,2769,12,0,0
C05378,33,Male,69269,Unemployed,686,9827,48,1,0
C05379,63,Female,15252,Salaried,591,17000,36,0,0
C05380,37,Female,37980,Unemployed,700,14598,24,0,0
C05381,37,Male,50866,Salaried,728,2920,12,2,0
C05382,56,Male,62442,Salaried,783,12877,36,1,0
C05383,41,Female,62027,Self-employed,611,11262,24,1,0
C05384,28,Female,57123,Self-employed,671,10691,48,0,0
C05385,25,Male,40444,Self-employed,678,10611,24,1,0
C05386,46,Female,42352,Salaried,675,11540,48,1,1
C05387,36,Male,40558,Unemployed,596,9849,36,1,0
C05388,56,Male,35284,Self-employed,735,7012,48,0,0
C05389,48,Male,35074,Salaried,729,8882,36,0,0
C05390,49,Female,33639,Unemployed,698,1000,48,1,1
C05391,32,Male,55039,Unemployed,658,12612,36,0,0
C05392,57,Male,51864,Salaried,669,12491,36,0,0
C05393,50,Female,36098,Self-employed,665,18287,48,1,0
C05394,43,Female,24327,Self-employed,610,13061,36,0,0
C05395,36,Female,44460,Self-employed,715,9043,36,0,0
C05396,34,Male,72200,Salaried,681,12433,36,2,0
C05397,30,Female,50090,Self-employed,714,8407,48,1,0
C05398,27,Female,62001,Unemployed,692,6644,36,0,0
C05399,57,Male,52700,Salaried,629,1000,36,1,0
C05400,49,Male,49127,Self-employed,633,11940,24,1,0
C05401,23,Male,27904,Salaried,745,12493,60,1,0
C05402,35,Male,43899,Salaried,707,16474,48,3,0
C05403,56,Female,41978,Salaried,660,17224,36,0,0
C05404,39,Male,72218,Self-employed,708,11735,36,3,0
C05405,33,Female,52748,Salaried,636,3770,36,2,1
C05406,62,Male,69163,Salaried,734,3991,24,1,0
C05407,41,Male,66911,Salaried,612,11108,36,2,0
C05408,57,Female,37311,Salaried,689,14486,48,1,0
C05409,47,Female,50017,Salaried,673,14792,48,0,1
C05410,49,Female,75273,Self-employed,680,7829,24,1,0
C05411,40,Male,58447,Self-employed,712,1000,12,1,0
C05412,45,Male,57540,Salaried,730,3968,48,1,0
C05413,26,Female,63703,Salaried,659,1000,48,0,0
C05414,56,Female,57205,Self-employed,580,11676,24,1,0
C05415,22,Male,58195,Salaried,594,8684,36,1,0
C05416,42,Female,54531,Self-employed,660,8506,36,1,0
C05417,52,Female,44903,Salaried,681,12387,24,1,0
C05418,36,Male,34128,Salaried,698,8200,48,1,0
C05419,38,Female,22145,Salaried,689,19618,36,0,0
C05420,25,Male,45059,Salaried,724,9047,48,0,0
C05421,56,Male,56549,Salaried,770,1351,48,3,0
C05422,50,Male,53578,Salaried,684,1000,60,1,0
C05423,39,Female,59538,Salaried,698,12669,48,0,0
C05424,43,Female,48109,Salaried,641,13171,48,0,0
C05425,54,Female,90830,Salaried,682,13077,36,1,0
C05426,33,Female,80408,Self-employed,690,3443,12,0,0
C05427,63,Male,27236,Salaried,687,5574,24,2,0
C05428,49,Male,59847,Self-employed,642,18376,36,1,1
C05429,56,Female,64531,Self-employed,688,9077,36,1,0
C05430,42,Female,18162,Salaried,684,6902,48,3,0
C05431,56,Female,52503,Self-employed,695,16924,36,0,0
C05432,29,Female,57753,Salaried,659,4853,12,3,1
C05433,59,Male,49915,Salaried,680,7921,36,1,0
C05434,39,Female,55789,Salaried,788,16187,48,0,0
C05435,58,Male,51185,Self-employed,682,16627,48,1,0
C05436,26,Female,60538,Salaried,733,16760,24,2,0
C05437,35,Female,73225,Salaried,751,13696,24,3,0
C05438,40,Female,61558,Salaried,607,20083,36,1,0
C05439,29,Male,67629,Salaried,670,14709,12,1,0
C05440,52,Female,34138,Salaried,672,11654,48,0,0
C05441,24,Male,80411,Unemployed,780,10058,36,1,0
C05442,38,Male,54723,Salaried,774,8483,24,0,0
C05443,25,Female,44141,Salaried,607,3799,24,1,0
C05444,40,Male,56230,Salaried,629,1000,60,0,0
C05445,43,Male,41830,Salaried,741,14767,12,0,0
C05446,31,Male,52071,Salaried,653,9499,12,1,1
C05447,57,Female,54516,Self-employed,712,5713,24,2,0
C05448,42,Male,39706,Self-employed,669,20157,12,0,0
C05449,24,Male,52336,Unemployed,626,15981,36,1,0
C05450,49,Female,39485,Self-employed,745,9214,24,1,0
C05451,64,Female,39389,Self-employed,643,12846,36,3,0
C05452,54,Male,34835,Unemployed,673,9865,48,1,0
C05453,33,Male,44394,Unemployed,623,8179,48,1,0
C05454,62,Male,41739,Self-employed,624,16246,24,1,0
